,antecedents,consequents,support,antecedent support,consequent support,confidence,lift,leverage,conviction,certainty,adjusted_support,adjusted_antecedent_support,adjusted_consequent_support,adjusted_confidence,adjusted_lift,adjusted_leverage,adjusted_conviction,adjusted_certainty
65,"frozenset({'es jeruk', 'mie', 'cireng isi'})",frozenset({'gorengan'}),0.001049317943336831,0.0017488632388947185,0.00044368968262036934,0.6,2.3649816176470586,0.0010485419907614194,2.498890775793449,0.5995563103173797,0.0010669828097213988,0.0017783046828689982,0.25299347954949614,0.6,2.371602624179944,0.0006170833203032077,1.8675163011262597,0.34700652045050384
66,"frozenset({'penyetan', 'es jeruk', 'cireng isi'})",frozenset({'gorengan'}),0.0012824997085227935,0.0022152267692666433,0.0005620069313191345,0.5789473684210527,2.2819998065015477,0.001281254735724022,2.373665233538117,0.5783853614897335,0.0013033175355450237,0.0022511848341232226,0.25296208530805686,0.5789473684210527,2.2886725009244424,0.0007338531254913413,1.774215047393365,0.3259852831129958
67,"frozenset({'teh', 'es jeruk', 'cireng isi'})",frozenset({'gorengan'}),0.0018654541214876996,0.003614317360382418,0.0009169586774154299,0.5161290322580645,2.034392789373814,0.0018621399418211637,2.0647716187333414,0.515212073580649,0.0018946121965660154,0.0036708111308466546,0.2528123149792777,0.5161290322580645,2.041550200196419,0.0009665859367249724,1.5441878823761594,0.2633167172787868
68,"frozenset({'es jeruk', 'cireng isi', 'penyetan'})",frozenset({'teh'}),0.0012824997085227935,0.0022152267692666433,0.0006691911576506788,0.5789473684210527,1.9164923114424426,0.0012810172983566091,2.37341067100058,0.578278177263402,0.0013033175355450237,0.0022511848341232226,0.3015402843601896,0.5789473684210527,1.9199669113845517,0.000624494620516161,1.65884182464455,0.27740708406086306
69,"frozenset({'mie', 'nasi putih', 'cireng isi'})",frozenset({'gorengan'}),0.0012824997085227935,0.002564999417045587,0.0006507448678432083,0.5,1.9708180147058822,0.0012808305483161303,1.9986985102643136,0.4993492551321568,0.0013075002971591585,0.002615000594318317,0.2530607393319862,0.5,1.9758102395490842,0.0006457463134073819,1.4938785213360277,0.2469392606680138
70,"frozenset({'nasi putih', 'gorengan', 'cireng isi'})",frozenset({'mie'}),0.0012824997085227935,0.0015156814737087559,0.00029741074038146627,0.8461538461538461,4.3122171945701355,0.0012820489285735152,6.49806683018752,0.8458564354134647,0.0013075002971591585,0.0015452276239153692,0.19446095328658028,0.8461538461538461,4.35127891668234,0.0010070138603678184,5.236003803637228,0.6516928928672658
71,"frozenset({'mie', 'gorengan', 'cireng isi'})",frozenset({'teh'}),0.005363180599277136,0.008161361781508687,0.0024654411071340803,0.657142857142857,2.175343221039863,0.005343059242450812,2.9094757967708578,0.6546774160357229,0.005453467694131594,0.008298755186721992,0.3016004742145821,0.6571428571428571,2.178852201257862,0.002950559194425519,2.0369986168741354,0.35554238292827506
72,"frozenset({'penyetan', 'sayur harian', 'cireng isi'})",frozenset({'gorengan'}),0.001049317943336831,0.0017488632388947185,0.00044368968262036934,0.6,2.3649816176470586,0.0010485419907614194,2.498890775793449,0.5995563103173797,0.0010663507109004739,0.0017772511848341231,0.25296208530805686,0.6,2.3718969555035128,0.0006167735450686193,1.8675947867298577,0.3470379146919431
73,"frozenset({'teh', 'pisang coklat keju', 'cireng isi'})",frozenset({'gorengan'}),0.001049317943336831,0.0018654541214876998,0.00047326899479506067,0.5625,2.2171702665441173,0.0010484350817399183,2.284632528011897,0.562026731005205,0.0018163471241170535,0.003229061553985873,0.21594349142280525,0.5625,2.6048481308411215,0.001119052298130195,1.7921291624621596,0.3465565085771948
74,"frozenset({'gorengan', 'pisang coklat keju', 'cireng isi'})",frozenset({'teh'}),0.001049317943336831,0.0016322723563017372,0.0004930882214268159,0.6428571428571429,2.128053151017258,0.001048513089063778,2.798619352980005,0.6423640546357161,0.0018163471241170535,0.0028254288597376388,0.2676084762865792,0.6428571428571429,2.4022301228183585,0.001060238412106537,2.0506962663975785,0.3752486665705637
75,"frozenset({'teh', 'sosis goreng', 'cireng isi'})",frozenset({'gorengan'}),0.001049317943336831,0.002098635886673662,0.0005324276191444432,0.5,1.9708180147058822,0.0010482005716282385,1.9989351447617112,0.49946757238085554,0.0010654670297146917,0.0021309340594293834,0.25275245649342964,0.5,1.9782201405152222,0.0005268682115683991,1.4944950870131408,0.24724754350657036
76,"frozenset({'sosis goreng', 'gorengan', 'cireng isi'})",frozenset({'teh'}),0.001049317943336831,0.0012824997085227935,0.0003874264596924983,0.8181818181818182,2.7084312831128736,0.0010488210690152015,5.497869154471693,0.8177943917221258,0.0010654670297146917,0.001302237480762401,0.30129039895821,0.8181818181818182,2.7155920700125025,0.0006731153795974536,3.8429028057298456,0.5168914192236083
77,"frozenset({'tahu krispy', 'gorengan', 'cireng isi'})",frozenset({'teh'}),0.001049317943336831,0.0018654541214876998,0.0005635293959163611,0.5625,1.8620465071401004,0.0010482667051026394,2.28442621852362,0.5619364706040837,0.001065340909090909,0.001893939393939394,0.3013731060606061,0.5625,1.866457187745483,0.000494558511248852,1.5968614718614718,0.2611268939393939
78,"frozenset({'teh', 'nasi putih', 'cireng isi'})",frozenset({'mie'}),0.0018654541214876996,0.0022152267692666433,0.00043467723594214306,0.8421052631578947,4.291584576414297,0.0018644912128386497,6.330580377505698,0.8416705859219525,0.001901818614049685,0.002258409604184001,0.19446095328658028,0.8421052631578947,4.330459400334577,0.0014626461295084957,5.1017472958516565,0.6476443098713144
79,"frozenset({'mie', 'nasi putih', 'cireng isi'})",frozenset({'teh'}),0.0018654541214876996,0.002564999417045587,0.0007748529193849964,0.7272727272727273,2.40749447387811,0.001863466624201181,3.6638255392955887,0.7264978743533423,0.001901818614049685,0.002615000594318317,0.3015571139902532,0.7272727272727273,2.4117246568961193,0.0011132465817442565,2.560957248702405,0.4257156132824741
80,"frozenset({'nasi putih', 'cireng isi'})","frozenset({'teh', 'mie'})",0.0018654541214876996,0.0034977264777894365,0.0003140083231780187,0.5333333333333333,5.940779220779221,0.0018643558062614736,2.1421842678789043,0.5330193250101553,0.001901818614049685,0.0035659099013431593,0.08867229288006656,0.5333333333333333,6.014655942806077,0.001585621206893855,1.9528450866855718,0.44466104045326676
81,"frozenset({'penyetan', 'mie', 'cireng isi'})",frozenset({'teh'}),0.002448408534452606,0.0034977264777894374,0.0010566176173431772,0.7,2.3172134311076804,0.0024447127750355257,3.3298112746088555,0.6989433823826567,0.0024896265560165973,0.0035566093657379964,0.3016004742145821,0.7,2.320951257861635,0.0014169514847139936,2.327998419284726,0.3983995257854179
82,"frozenset({'penyetan', 'tahu krispy', 'cireng isi'})",frozenset({'teh'}),0.0013990905911157748,0.0018654541214876994,0.0005635293959163611,0.7500000000000001,2.482728676186801,0.0013980393528815831,3.9977458824163365,0.7494364706040838,0.0014218009478672985,0.0018957345971563982,0.3015402843601896,0.75,2.487229862475442,0.0008501605983693087,2.793838862559242,0.4484597156398104
83,"frozenset({'french fries', 'es jeruk', 'penyetan'})",frozenset({'teh'}),0.0011659088259298124,0.0018654541214876996,0.0005635293959163611,0.6250000000000001,2.068940563489001,0.0011648575876956207,2.6651639216108904,0.6244364706040838,0.0011690437222352116,0.0018704699555763386,0.3018470890811316,0.625,2.0705848179705657,0.0006044478109307802,1.861741095783649,0.3231529109188684
84,"frozenset({'es jeruk', 'sayur harian', 'gorengan'})",frozenset({'penyetan'}),0.0016322723563017372,0.0032645447126034744,0.0006546597768075057,0.5,2.493313953488372,0.0016301351901888061,1.998690680446385,0.4993453402231925,0.0016366612111292963,0.0032733224222585926,0.20049099836333878,0.5,2.4938775510204083,0.0009803895307255687,1.5990180032733226,0.2995090016366612
85,"frozenset({'teh', 'kopi', 'es jeruk'})",frozenset({'penyetan'}),0.001049317943336831,0.001982045004080681,0.0003974720073474142,0.5294117647058824,2.6399794801641585,0.0010485301359304062,2.124155371984387,0.529014292698535,0.0010521393500116905,0.00198737432779986,0.20049099836333878,0.5294117647058824,2.640576230492197,0.0006536886869094273,1.6989566284779052,0.3289207663425436
86,"frozenset({'es jeruk', 'kopi', 'penyetan'})",frozenset({'teh'}),0.001049317943336831,0.002098635886673662,0.0006339705704059063,0.5,1.6551524507912003,0.0010479874699466823,1.9987320588591881,0.49936602942959407,0.0010521393500116905,0.002104278700023381,0.3018470890811316,0.5,1.6564678543764524,0.0004169689497942052,1.3963058218377369,0.19815291091886839
87,"frozenset({'es jeruk', 'mie', 'penyetan'})",frozenset({'teh'}),0.002448408534452606,0.0043138626559403054,0.0013031617280565852,0.5675675675675675,1.8788217008981194,0.002442786873739292,2.309486438503869,0.566264405839511,0.0024578651685393258,0.0043305243445692886,0.3018492509363296,0.5675675675675675,1.8803013948419143,0.0011506996389695464,1.6144736072097379,0.26571831663123796
88,"frozenset({'teh', 'sayur harian', 'es jeruk'})",frozenset({'penyetan'}),0.0013990905911157748,0.0027981811822315496,0.0005611369515492906,0.5,2.493313953488372,0.0013975204282572948,1.9988777260969015,0.4994388630484507,0.0014028524666822538,0.0028057049333645077,0.20049099836333878,0.5,2.4938775510204083,0.0008403338834790588,1.5990180032733226,0.2995090016366612
89,"frozenset({'teh', 'sosis goreng', 'es jeruk'})",frozenset({'penyetan'}),0.001049317943336831,0.0016322723563017372,0.0003273298884037528,0.6428571428571429,3.205689368770764,0.0010487836518085984,2.79908347631247,0.6425298129687391,0.0010521393500116905,0.0016366612111292963,0.20049099836333878,0.6428571428571429,3.206413994169097,0.0007240035098098267,2.238625204582652,0.4423661444938041
90,"frozenset({'es jeruk', 'sosis goreng', 'penyetan'})",frozenset({'teh'}),0.001049317943336831,0.0015156814737087559,0.0004578676341820434,0.6923076923076924,2.2917495472493545,0.0010486239618462906,3.248511930188909,0.6918498246735103,0.0010521393500116905,0.001519756838905775,0.3018470890811316,0.6923076923076923,2.2935708752904724,0.0005934051720768401,2.2689969604863225,0.3904606032265607
91,"frozenset({'penyetan', 'float', 'nasi putih'})",frozenset({'mie'}),0.0011659088259298124,0.0012824997085227935,0.0002516552418612407,0.9090909090909092,4.632960622265435,0.001165586078155477,10.997231792339536,0.908839253849048,0.001414027149321267,0.0015554298642533936,0.18707579185520362,0.9090909090909091,4.859479145193431,0.0011230438757908316,8.942166289592757,0.7220151172357054
92,"frozenset({'teh', 'float', 'nasi putih'})",frozenset({'mie'}),0.0011659088259298124,0.0013990905911157748,0.0002745329911213535,0.8333333333333334,4.246880570409982,0.0011655247294049837,5.998352802053273,0.833058800342212,0.001414027149321267,0.0016968325791855204,0.18707579185520362,0.8333333333333334,4.454522549760645,0.0010965908509244283,4.877545248868779,0.6462575414781297
93,"frozenset({'french fries', 'penyetan', 'mie'})",frozenset({'teh'}),0.001049317943336831,0.0018654541214876998,0.0005635293959163611,0.5625,1.8620465071401004,0.0010482667051026394,2.28442621852362,0.5619364706040837,0.001053370786516854,0.0018726591760299626,0.3018492509363296,0.5625,1.863512989530826,0.00048811001697316554,1.595773140716961,0.2606507490636704
94,"frozenset({'french fries', 'penyetan', 'tahu krispy'})",frozenset({'teh'}),0.0012824997085227935,0.002098635886673662,0.0006339705704059063,0.611111111111111,2.0229641065225783,0.0012811692351326447,2.5697983613903843,0.6104771405407051,0.001284596519911246,0.002102067032582039,0.30211374518276307,0.6111111111111112,2.022784864493407,0.000649533176072669,1.7945646552443235,0.3089973659283481
95,"frozenset({'kerupuk', 'teh', 'gorengan'})",frozenset({'penyetan'}),0.0015156814737087559,0.0025649994170455865,0.000514375538920183,0.5909090909090909,2.9466437632135305,0.0015143621007512832,2.443187082015973,0.5903947153701707,0.0015251055842327545,0.002580947911778508,0.20049272641952134,0.5909090909090909,2.947284430022874,0.0010076443006535112,1.9543511131967257,0.3904163644895696
96,"frozenset({'kerupuk', 'penyetan', 'gorengan'})",frozenset({'teh'}),0.0015156814737087559,0.0029147720648245302,0.0008805146811193143,0.52,1.7213585488228484,0.0015131149741135614,2.0814989277476683,0.5191194853188807,0.0015251055842327545,0.002932895354293759,0.3022055373064289,0.52,1.7206832298136647,0.00063876836782488,1.4537384639449398,0.2177944626935711
97,"frozenset({'kopi', 'tahu krispy', 'gorengan'})",frozenset({'teh'}),0.0012824997085227935,0.001982045004080681,0.0005987499831611338,0.6470588235294117,2.1419619951415534,0.0012813129591099756,2.8316368750477094,0.6464600735462506,0.0012842965557501459,0.00198482194979568,0.3018096906012843,0.6470588235294118,2.143929912390488,0.0006852580571836738,1.9782058766296944,0.3452491329281275
98,"frozenset({'mie', 'teh', 'nasi goreng'})",frozenset({'gorengan'}),0.0018654541214876996,0.0034977264777894365,0.0008873793652407386,0.5333333333333333,2.102205882352941,0.001862350311186053,2.140955615645913,0.5324459539680926,0.0019047619047619048,0.0035714285714285713,0.2530952380952381,0.5333333333333333,2.1072436500470366,0.0010008503401360545,1.6005102040816328,0.28023809523809523
99,"frozenset({'teh', 'nasi goreng', 'gorengan'})",frozenset({'mie'}),0.0018654541214876996,0.0033811355951964554,0.0006634547285432709,0.5517241379310345,2.8117278259266087,0.0018632108910892206,2.229289216374788,0.5510606832024912,0.0019047619047619048,0.0034523809523809524,0.19488095238095238,0.5517241379310345,2.8310829313504517,0.0012319586167800455,1.7960347985347984,0.3568431855500821
100,"frozenset({'mie', 'nasi goreng', 'gorengan'})",frozenset({'teh'}),0.0018654541214876996,0.0027981811822315496,0.0008452940938745417,0.6666666666666666,2.206869934388267,0.0018630888354607684,2.997464117718376,0.6658213725727921,0.0019047619047619048,0.002857142857142857,0.30142857142857143,0.6666666666666666,2.211690363349131,0.0010435374149659862,2.0957142857142856,0.3652380952380952
101,"frozenset({'penyetan', 'nasi putih', 'gorengan'})",frozenset({'mie'}),0.0012824997085227935,0.001982045004080681,0.0003889217374219175,0.6470588235294117,3.29757785467128,0.001281728848136158,2.832231388410637,0.6466699017919898,0.001298241472913962,0.0020063731854124867,0.19697863802667295,0.6470588235294118,3.2849187607937127,0.000903028815478173,2.27522719225776,0.45008018550273887
102,"frozenset({'teh', 'nasi putih', 'gorengan'})",frozenset({'mie'}),0.004080680890754343,0.005246589716684155,0.0010294987167050755,0.7777777777777779,3.963755199049317,0.004075279533373939,4.49536725577483,0.7767482790610728,0.0041307683229080605,0.005310987843738935,0.19697863802667295,0.7777777777777778,3.94853871246921,0.0030846171708721485,3.613596128879972,0.5807991397511049
103,"frozenset({'penyetan', 'mie', 'gorengan'})",frozenset({'teh'}),0.004896817068905212,0.00664568030779993,0.0020075734729520364,0.736842105263158,2.4391720327449273,0.004883475377409553,3.7923712208027833,0.734834531790206,0.0049157303370786515,0.006671348314606741,0.3018492509363296,0.7368421052631579,2.441093038917573,0.002901988845579262,2.6529728464419473,0.43499285432682827
104,"frozenset({'gorengan', 'mie', 'pisang coklat keju'})",frozenset({'teh'}),0.0011659088259298124,0.0018654541214876996,0.0005635293959163611,0.6250000000000001,2.068940563489001,0.0011648575876956207,2.6651639216108904,0.6244364706040838,0.0019766752322593396,0.003162680371614944,0.2686301640640443,0.625,2.3266188373804266,0.0011270838851502847,1.950319562495882,0.3563698359359557
105,"frozenset({'mie', 'tahu krispy', 'gorengan'})",frozenset({'teh'}),0.0013990905911157748,0.002098635886673662,0.0006339705704059064,0.6666666666666666,2.206869934388267,0.001397760117725626,2.9980980882887818,0.6660326960962607,0.0014044943820224719,0.002106741573033708,0.3018492509363296,0.6666666666666666,2.20860798759209,0.0007685760162858225,2.094452247191011,0.36481741573033705
106,"frozenset({'penyetan', 'nasi putih', 'gorengan'})",frozenset({'teh'}),0.001049317943336831,0.001982045004080681,0.0005987499831611337,0.5294117647058824,1.7525143596612711,0.0010481311939240132,2.1237276562857827,0.5288130147227212,0.0010621975687477871,0.0020063731854124867,0.3017821314764546,0.5294117647058824,1.754284662633141,0.0004567099923168031,1.483712970612534,0.22762963322942775
107,"frozenset({'penyetan', 'gorengan', 'pisang coklat keju'})",frozenset({'teh'}),0.0013990905911157748,0.0022152267692666433,0.0006691911576506788,0.6315789473684211,2.0907188852099376,0.0013976081809495904,2.7124693382863776,0.6309097562107705,0.0023720102787112077,0.0037556829412927458,0.2686301640640443,0.631578947368421,2.351109561984431,0.001363120554019205,1.985146697540451,0.36294878330437674
108,"frozenset({'penyetan', 'sosis goreng', 'gorengan'})",frozenset({'teh'}),0.0012824997085227935,0.0015156814737087559,0.0004578676341820434,0.8461538461538461,2.801027224415878,0.001281805727032253,6.497023860377816,0.845695978519664,0.0012854972537104125,0.0015192240271123057,0.301974991235246,0.8461538461538461,2.8020659680876396,0.0008267295914387989,4.5371625569709,0.5441788549186002
109,"frozenset({'penyetan', 'tahu krispy', 'gorengan'})",frozenset({'teh'}),0.0012824997085227935,0.0017488632388947185,0.0005283088086715886,0.7333333333333333,2.427556927827094,0.0012815757686685234,3.7480188419674807,0.7328050245246617,0.0012854972537104125,0.0017529508005141988,0.301974991235246,0.7333333333333333,2.428457172342621,0.0007561499510893198,2.617593782867827,0.43135834209808727
110,"frozenset({'penyetan', 'kopi', 'mie'})",frozenset({'teh'}),0.0015156814737087559,0.002331817651859625,0.0007044117448954515,0.6499999999999999,2.1516981860285602,0.0015140389139678314,2.855130252157441,0.6492955882551045,0.0015215355805243446,0.0023408239700374533,0.3018492509363296,0.65,2.1533927879022876,0.0008149596185947341,1.9947164258962016,0.34815074906367044
111,"frozenset({'penyetan', 'kopi', 'tahu krispy'})",frozenset({'teh'}),0.0012824997085227935,0.0022152267692666433,0.0006691911576506788,0.5789473684210527,1.9164923114424426,0.0012810172983566091,2.37341067100058,0.578278177263402,0.001284596519911246,0.0022188485343921523,0.30211374518276307,0.5789473684210527,1.9163225032042805,0.000614251879192748,1.6574798551909378,0.2768336232382896
112,"frozenset({'teh', 'nasi putih', 'penyetan'})",frozenset({'mie'}),0.0030313629474175117,0.0038474991255683807,0.0007549657255837222,0.7878787878787878,4.01523253929671,0.0030284582174484945,4.710726590150819,0.7871238221532041,0.003068570754160274,0.003894724418741886,0.19697863802667295,0.7878787878787878,3.999818436007771,0.002301393242667272,3.785672135017113,0.5909001498521149
113,"frozenset({'mie', 'penyetan', 'nasi putih'})",frozenset({'teh'}),0.0030313629474175117,0.00466363530371925,0.001408823489790903,0.6499999999999999,2.1516981860285602,0.003024792708453814,2.8531176471720254,0.648591176510209,0.003068570754160274,0.004720878083323498,0.3017821314764546,0.65,2.1538717246773564,0.001643894103734429,1.9949081957815584,0.3482178685235454
114,"frozenset({'teh', 'tahu krispy', 'nasi putih'})",frozenset({'mie'}),0.0015156814737087559,0.0016322723563017372,0.0003202884896415791,0.9285714285714285,4.732238349885408,0.0015151586756610722,13.995515961145003,0.9282511400817869,0.001534285377080137,0.0016523073291632244,0.19697863802667295,0.9285714285714286,4.714071728152016,0.0012088161297800753,11.242299067626584,0.7315927905447557
115,"frozenset({'mie', 'tahu krispy', 'nasi putih'})",frozenset({'teh'}),0.0015156814737087559,0.001982045004080681,0.0005987499831611339,0.764705882352941,2.531409630621835,0.001514494724295938,4.247455312571562,0.7641071323697799,0.001534285377080137,0.0020063731854124867,0.3017821314764546,0.7647058823529411,2.5339667349145367,0.0009287978006491529,2.967425941225067,0.4629237508764865
116,"frozenset({'tahu krispy', 'nasi putih'})","frozenset({'teh', 'mie'})",0.0015156814737087559,0.002448408534452606,0.0002198058262246131,0.619047619047619,6.895547309833024,0.0015151432992479051,2.6244230097061596,0.6188278132213944,0.001534285377080137,0.0024784609937448365,0.09005074943939573,0.6190476190476191,6.874430506147413,0.0013110981071371049,2.3886167827215865,0.5289968696082233
117,"frozenset({'penyetan', 'mie', 'pisang coklat keju'})",frozenset({'teh'}),0.001049317943336831,0.0015156814737087559,0.0004578676341820434,0.6923076923076924,2.2917495472493545,0.0010486239618462906,3.248511930188909,0.6918498246735103,0.0017790077090334058,0.002569677801937142,0.2686301640640443,0.6923076923076923,2.577177789098319,0.0010887147395072987,2.376951966791856,0.423677528243648
118,"frozenset({'penyetan', 'sosis goreng', 'mie'})",frozenset({'teh'}),0.0011659088259298124,0.0013990905911157748,0.00042264704693727086,0.8333333333333334,2.7585874179853342,0.0011653175044230796,5.997464117718377,0.8329106862863961,0.0011704119850187266,0.0014044943820224719,0.3018492509363296,0.8333333333333334,2.7607599844901127,0.0007464664078609604,4.188904494382024,0.5314840823970037
119,"frozenset({'mie', 'penyetan', 'tahu krispy'})",frozenset({'teh'}),0.0017488632388947185,0.002681590299638568,0.0008100735066297691,0.6521739130434784,2.158894501032001,0.001746690953637346,2.8726710386684404,0.6513638395368486,0.0017556179775280898,0.0026919475655430712,0.3018492509363296,0.6521739130434783,2.160594770470523,0.0009430556213090378,2.0071834035580527,0.3503246621071487
120,"frozenset({'teh', 'sosis goreng', 'tahu krispy'})",frozenset({'penyetan'}),0.001049317943336831,0.002098635886673662,0.00042085271366196794,0.5,2.493313953488372,0.0010484347267289361,1.999158294572676,0.499579147286338,0.0010512790561850252,0.0021025581123700504,0.20067749094731924,0.5,2.491559953434226,0.0006293429696236718,1.5986450181053615,0.29932250905268076
121,"frozenset({'penyetan', 'sosis goreng', 'tahu krispy'})",frozenset({'teh'}),0.001049317943336831,0.0011659088259298124,0.0003522058724477258,0.8999999999999999,2.9792744114241603,0.0010489073034016,9.996477941275513,0.8996477941275521,0.0010512790561850252,0.0011680878402055834,0.3020675154771639,0.9,2.979466357308585,0.0006984376644350381,6.979324845228362,0.5979324845228362
122,"frozenset({'penyetan', 'mie', 'gorengan', 'cireng isi'})",frozenset({'teh'}),0.001049317943336831,0.0012824997085227935,0.0003874264596924983,0.8181818181818182,2.7084312831128736,0.0010488210690152015,5.497869154471693,0.8177943917221258,0.0010669828097213988,0.0013040901007705986,0.3016004742145821,0.8181818181818182,2.712800171526587,0.0006736686169104442,3.8411973918197995,0.5165813439672362
